epoch,G_loss,D_loss,kimg_acu,kimg,run_id,,
17.05443648,0.933255952,1.17952564,684.2239914,88.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.15413737,0.764609645,1.285024236,688.2239914,92.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.25383827,0.828321933,1.246281281,692.2239914,96.03199768,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.35353917,0.772198148,1.28410334,696.2239914,100.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.45324006,0.819104658,1.248282572,700.2239914,104.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.55294096,0.810227651,1.254643264,704.2239914,108.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.65264186,0.892908573,1.205624018,708.2239914,112.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.75234276,0.794872299,1.264667495,712.2239914,116.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.85204365,0.819610671,1.248122243,716.2239914,120.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
17.95174455,0.843784449,1.22275622,720.2239914,124.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
18.05144545,0.797775893,1.260447702,724.2239914,128.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
18.15114635,0.796606818,1.26146272,728.2239914,132.0319977,00007-frames_extraidos-11gb-gpu-gamma32-batch32-ada-target0.5-resumecustom,,
